age,box_ddpm,box_odpm,d_dpm,d_dpm_rank,dpm,dpm_rank,nba_id,o_dpm,o_dpm_rank,on_off_ddpm,on_off_odpm,player_name,season,team_name,tm_id
25.8,0.25,-0.42,1.24,66,0.74,98,203991,-0.5,204,1.54,-0.54,Clint Capela,2020,Atlanta Hawks,1610612737
28,0.22,0.74,-0.42,360,-0.06,157,203992,0.36,109,-0.74,0.04,Bogdan Bogdanovic,2020,Sacramento Kings,1610612758
26,1.13,-0.63,1.72,32,1.83,44,203994,0.11,123,1.95,0.59,Jusuf Nurkic,2020,Portland Trail Blazers,1610612757
25,0.41,-0.82,0.44,141,-0.43,205,203998,-0.88,267,0.53,-1.09,Bruno Caboclo,2020,Houston Rockets,1610612745
25.6,0.53,3.54,1.29,62,4.49,9,203999,3.19,15,1.48,3.05,Nikola Jokic,2020,Denver Nuggets,1610612743
25.1,0.41,1.48,0.95,92,2.54,26,204001,1.58,38,1.16,1.65,Kristaps Porzingis,2020,Dallas Mavericks,1610612742
28.3,-0.93,-0.71,-1.3,514,-2.4,486,204020,-1.11,303,-1.44,-1.35,Tyler Johnson,2020,Brooklyn Nets,1610612751
29.3,-0.12,-2.22,-0.51,384,-2.71,519,204025,-2.2,505,-0.75,-2.18,Tim Frazier,2020,Detroit Pistons,1610612765
28.3,-0.1,0.1,-0.65,425,-0.91,267,204038,-0.26,168,-0.83,-0.46,Langston Galloway,2020,Detroit Pistons,1610612765
32.9,-0.15,0.29,0.38,154,1.01,73,204060,0.63,86,0.51,0.76,Joe Ingles,2020,Utah Jazz,1610612762
28.4,-0.12,0.33,-0.14,273,-0.59,223,204456,-0.44,197,-0.15,-0.88,T.J. McConnell,2020,Indiana Pacers,1610612754
24.7,-0.18,-1.1,-0.37,338,-1.82,401,1626143,-1.45,363,-0.5,-1.84,Jahlil Okafor,2020,New Orleans Pelicans,1610612740
24.5,-0.96,-1.31,-1.34,519,-3.15,536,1626144,-1.82,444,-1.49,-2.16,Emmanuel Mudiay,2020,Utah Jazz,1610612762
24.3,-0.73,1.63,-0.46,367,0.24,133,1626145,0.7,82,-0.32,-0.1,Tyus Jones,2020,Memphis Grizzlies,1610612763
26.8,-0.59,-1.66,-0.39,346,-1.96,427,1626147,-1.57,400,-0.2,-1.41,Justin Anderson,2020,Brooklyn Nets,1610612751
26.6,-1.7,0.32,-0.64,422,-0.09,160,1626149,0.55,97,-0.21,0.7,Montrezl Harrell,2020,Los Angeles Clippers,1610612746
28.3,0.85,-0.93,0.31,167,-0.61,226,1626153,-0.92,272,0.04,-0.92,Delon Wright,2020,Dallas Mavericks,1610612742
24,-1.69,1.93,-1.66,534,-0.82,254,1626156,0.83,71,-1.65,0.26,D'Angelo Russell,2020,Minnesota Timberwolves,1610612750
24.3,-0.37,3.9,-0.74,450,3.25,19,1626157,3.99,8,-0.82,4.02,Karl-Anthony Towns,2020,Minnesota Timberwolves,1610612750
26.8,0.99,0.26,1.32,58,1.7,48,1626158,0.38,107,1.5,0.5,Richaun Holmes,2020,Sacramento Kings,1610612758
24.4,-0.26,-1.91,0.46,137,-0.5,212,1626159,-0.96,277,0.75,-0.3,Justise Winslow,2020,Memphis Grizzlies,1610612763
26.6,1.98,-0.5,1.75,31,0.8,95,1626161,-0.94,274,1.67,-1.21,Willie Cauley-Stein,2020,Dallas Mavericks,1610612742
24.7,-0.43,0.24,-0.12,263,0.47,118,1626162,0.6,90,-0.02,0.79,Kelly Oubre Jr.,2020,Phoenix Suns,1610612756
27.4,-0.56,0.21,-0.79,462,-1.19,306,1626163,-0.4,189,-0.89,-0.82,Frank Kaminsky,2020,Phoenix Suns,1610612756
23.8,-2.39,3.6,-1.73,537,1.62,50,1626164,3.35,13,-1.57,3.25,Devin Booker,2020,Phoenix Suns,1610612756
26,-0.3,-0.99,-0.09,254,-0.96,272,1626166,-0.88,267,0.15,-0.66,Cameron Payne,2020,Phoenix Suns,1610612756
24.4,1.41,-1.2,2.26,12,0.73,100,1626167,-1.53,388,2.51,-1.69,Myles Turner,2020,Indiana Pacers,1610612754
24.8,-0.31,-0.69,-0.67,428,-1.32,325,1626168,-0.64,227,-0.85,-0.61,Trey Lyles,2020,San Antonio Spurs,1610612759
24.3,0.49,-1.05,0.06,211,-1.33,328,1626169,-1.39,350,-0.14,-1.66,Stanley Johnson,2020,Toronto Raptors,1610612761
27.8,-0.08,-0.87,-0.09,254,-1.26,317,1626170,-1.17,313,-0.09,-1.47,Jerian Grant,2020,Washington Wizards,1610612764
25.1,-0.58,-0.71,-0.82,467,-1.84,407,1626171,-1.02,285,-0.93,-1.25,Bobby Portis,2020,New York Knicks,1610612752
24.1,1.37,-0.26,1.38,54,1.3,62,1626172,-0.07,144,1.38,0.16,Kevon Looney,2020,Golden State Warriors,1610612744
24.5,-0.72,2.14,-0.24,301,1.61,51,1626174,1.85,29,0.56,1.07,Christian Wood,2020,Detroit Pistons,1610612765
25.7,0.58,-1.33,1.13,77,0.29,128,1626178,-0.84,258,1.36,-0.49,Rondae Hollis-Jefferson,2020,Toronto Raptors,1610612761
26,-1.35,0.32,-1.09,500,-2.08,440,1626179,-0.99,282,-1,-1.74,Terry Rozier,2020,Charlotte Hornets,1610612766
27.3,-0.69,1.82,0.11,199,0.74,98,1626181,0.63,86,0.45,-0.23,Norman Powell,2020,Toronto Raptors,1610612761
27.1,-0.6,-1.25,-0.69,435,-1.89,416,1626184,-1.2,318,-0.93,-0.96,Chasson Randle,2020,Golden State Warriors,1610612744
26.5,-0.67,-1.89,-0.69,435,-2.59,507,1626187,-1.9,457,-1.01,-2.21,Michael Frazier,2020,Houston Rockets,1610612745
27.6,-1.96,-0.06,-1.86,542,-2.58,506,1626188,-0.73,237,-1.76,-1.87,Quinn Cook,2020,Los Angeles Lakers,1610612747
27.7,-0.06,-0.56,0.05,218,-0.76,246,1626192,-0.81,250,0.11,-1.05,Pat Connaughton,2020,Milwaukee Bucks,1610612749
25.8,0.09,-0.05,-0.24,301,-0.65,230,1626195,-0.41,192,-0.57,-1,Willy Hernangomez,2020,Charlotte Hornets,1610612766
26.9,-0.6,-0.93,0.06,211,-0.16,168,1626196,-0.22,162,0.25,0.12,Josh Richardson,2020,Philadelphia 76ers,1610612755
26.4,-0.32,-2.21,-0.35,331,-2.21,465,1626203,-1.86,452,-0.37,-1.3,Treveon Graham,2020,Atlanta Hawks,1610612737
27.2,0.72,0.28,0.73,105,1.01,73,1626204,0.29,113,0.73,0.29,Larry Nance Jr.,2020,Cleveland Cavaliers,1610612739
25.5,0.72,-1.4,-0.41,356,-2.37,481,1626209,-1.96,469,-0.95,-2.41,Mario Hezonja,2020,Portland Trail Blazers,1610612757
27.8,-0.5,-1.63,-0.5,380,-2.13,455,1626218,-1.63,411,-0.4,-1.11,Sir'Dominic Pointer,2020,Cleveland Cavaliers,1610612739
27.2,0.21,-1.48,0.24,178,-0.65,230,1626220,-0.9,270,0.26,-0.37,Royce O'Neale,2020,Utah Jazz,1610612762
24.9,-0.68,-1.24,-1.4,522,-2.47,491,1626224,-1.06,292,-1.83,-0.88,Cedi Osman,2020,Cleveland Cavaliers,1610612739
27.7,-0.35,-1.43,-0.72,446,-2.29,472,1626245,-1.57,400,-1.04,-1.78,Cristiano Felicio,2020,Chicago Bulls,1610612741
32,0.23,1.24,-0.04,242,0.82,91,1626246,0.87,68,-0.37,0.1,Boban Marjanovic,2020,Dallas Mavericks,1610612742
27.5,-0.58,-1.63,-0.59,410,-2.23,468,1626259,-1.63,411,-0.74,-1.65,Malcolm Miller,2020,Toronto Raptors,1610612761
27.3,-0.61,-1.41,-0.61,416,-2.02,433,1626260,-1.41,355,-0.59,-1.25,Levi Randolph,2020,Cleveland Cavaliers,1610612739
24.1,0.11,1.15,0.15,194,0.85,87,1627732,0.71,81,0.16,0.45,Ben Simmons,2020,Philadelphia 76ers,1610612755
22.3,0,-1.72,0.36,158,-1.34,331,1627733,-1.7,427,0.64,-1.68,Dragan Bender,2020,Golden State Warriors,1610612744
24.3,0.88,0.49,0.85,97,1.02,71,1627734,0.17,120,0.84,-0.04,Domantas Sabonis,2020,Indiana Pacers,1610612754
23.3,-1.57,0.82,-1.32,516,-0.84,257,1627736,0.48,100,-1.15,0.07,Malik Beasley,2020,Minnesota Timberwolves,1610612750
22.7,0.32,-0.11,-0.35,331,-1.22,309,1627737,-0.87,265,-0.74,-1.61,Marquese Chriss,2020,Golden State Warriors,1610612744
26,0.95,-1.64,1.25,65,-0.24,174,1627739,-1.49,375,1.41,-1.36,Kris Dunn,2020,Chicago Bulls,1610612741
23,-1.38,-1.8,-1.09,500,-2.79,523,1627740,-1.69,425,0.04,-0.99,Henry Ellenson,2020,Brooklyn Nets,1610612751
27.7,-1.11,1.44,-0.87,480,0.23,136,1627741,1.1,58,-0.79,0.9,Buddy Hield,2020,Sacramento Kings,1610612758
22.9,-1.7,1.09,-0.83,471,0.5,115,1627742,1.32,49,-0.52,1.46,Brandon Ingram,2020,New Orleans Pelicans,1610612740
24.7,1.49,-0.9,0.61,119,-0.39,197,1627745,-1,283,-1.05,-1.34,Damian Jones,2020,Atlanta Hawks,1610612737
24,0.34,-1.87,-0.01,235,-1.7,386,1627746,-1.69,425,-0.41,-1.35,Skal Labissiere,2020,Atlanta Hawks,1610612737
26,-0.72,2.28,-0.54,393,0.99,75,1627747,1.52,40,-0.44,0.89,Caris LeVert,2020,Brooklyn Nets,1610612751
23,0.54,-2.09,-0.13,268,-2.34,477,1627748,-2.21,506,-0.66,-2.38,Thon Maker,2020,Detroit Pistons,1610612765
23.9,0.7,-1.12,0.52,131,-0.31,188,1627749,-0.83,256,0.39,-0.47,Dejounte Murray,2020,San Antonio Spurs,1610612759
23.6,-0.58,4.31,-0.85,476,2.16,36,1627750,3.01,18,-0.93,2.35,Jamal Murray,2020,Denver Nuggets,1610612743
24.8,2.06,-0.82,1.83,27,1.44,57,1627751,-0.39,187,1.69,0.04,Jakob Poeltl,2020,San Antonio Spurs,1610612759
26,-1.03,-1.44,-0.23,298,-0.82,254,1627752,-0.59,220,0.1,-0.01,Taurean Prince,2020,Brooklyn Nets,1610612751
26.3,-0.87,-0.46,-0.41,356,-1.44,346,1627756,-1.03,288,-0.03,-1.83,Denzel Valentine,2020,Chicago Bulls,1610612741
23.9,-0.21,1.7,-0.06,244,1.31,60,1627759,1.36,46,-0.01,1.18,Jaylen Brown,2020,Boston Celtics,1610612738
25.7,0.36,-1.49,0.56,125,-1,279,1627761,-1.56,397,0.71,-1.64,DeAndre' Bembry,2020,Atlanta Hawks,1610612737
27.7,-0.64,1.62,-0.35,331,0.62,108,1627763,0.97,64,-0.24,0.55,Malcolm Brogdon,2020,Indiana Pacers,1610612754
23.9,0.56,-1.38,0.12,198,-1.26,317,1627767,-1.39,350,-0.45,-1.4,Cheick Diallo,2020,Phoenix Suns,1610612756
26,-0.93,-0.76,-0.41,356,-1.05,288,1627774,-0.64,227,0.25,-0.38,Jake Layman,2020,Minnesota Timberwolves,1610612750
24.9,0.51,-1.63,0.32,164,-1.84,407,1627775,-2.16,501,0.16,-2.88,Patrick McCaw,2020,Toronto Raptors,1610612761
27.2,-0.96,0.15,-1.15,504,-1.23,311,1627777,-0.08,146,-1.47,-0.73,Georges Niang,2020,Utah Jazz,1610612762
27.3,0.96,-1.45,0.53,130,-0.97,274,1627780,-1.5,379,-1.1,-1.81,Gary Payton II,2020,Washington Wizards,1610612764
26.4,-0.83,0.3,0.51,132,1.26,65,1627783,0.76,77,0.96,1.02,Pascal Siakam,2020,Toronto Raptors,1610612761
27.2,-0.45,-1.92,-0.46,367,-2.36,479,1627784,-1.91,462,-0.62,-1.34,Jarrod Uthoff,2020,Washington Wizards,1610612764
23.1,-0.48,0.32,-0.5,380,-0.25,177,1627788,0.25,116,-0.51,0.12,Furkan Korkmaz,2020,Philadelphia 76ers,1610612755
25.3,-1.35,0.06,-0.4,351,-1.02,283,1627789,-0.63,225,0.37,-1.54,Timothe Luwawu-Cabarrot,2020,Brooklyn Nets,1610612751
23.2,-0.57,-1.38,-0.28,314,-1.36,335,1627790,-1.08,295,0.3,-0.14,Ante Zizic,2020,Cleveland Cavaliers,1610612739
27.3,-1.52,-0.2,-0.89,483,-1.19,306,1627812,-0.31,175,-0.51,-0.41,Yogi Ferrell,2020,Sacramento Kings,1610612758
27.4,-0.09,0.03,0.05,218,-0.12,163,1627814,-0.17,154,0.25,-0.62,Damion Lee,2020,Golden State Warriors,1610612744
27.2,-0.48,-0.77,-0.51,384,-1.33,328,1627815,-0.82,254,-0.82,-1.63,Sheldon Mac,2020,Cleveland Cavaliers,1610612739
25.5,-0.32,-2.51,-0.04,242,-2.11,448,1627820,-2.07,486,0.43,-0.81,Tyrone Wallace,2020,Atlanta Hawks,1610612737
24.4,-0.96,-1.24,-0.96,492,-2.14,456,1627823,-1.18,315,-0.97,-1.09,Juancho Hernangomez,2020,Minnesota Timberwolves,1610612750
23.5,0.97,-0.52,1.6,39,1.01,73,1627826,-0.59,220,2.09,-0.68,Ivica Zubac,2020,Los Angeles Clippers,1610612746
27.3,0.24,-0.3,0.43,145,0.36,123,1627827,-0.07,144,0.52,0.11,Dorian Finney-Smith,2020,Dallas Mavericks,1610612742
26.5,-0.03,1.14,0.48,133,1.29,64,1627832,0.81,73,0.7,0.57,Fred VanVleet,2020,Toronto Raptors,1610612761
26.9,0.06,-0.94,-0.09,254,-1.75,391,1627846,-1.66,417,-0.28,-3.3,Abdel Nader,2020,Oklahoma City Thunder,1610612760
26,-0.48,-1.04,-0.25,306,-1.42,343,1627853,-1.16,310,-0.05,-1.35,Ryan Arcidiacono,2020,Chicago Bulls,1610612741
27.1,-1.74,0.92,-1.65,532,-1.56,365,1627854,0.09,126,-1.61,-0.6,Bryn Forbes,2020,San Antonio Spurs,1610612759
27.3,-0.54,-0.06,-0.13,268,-0.18,170,1627863,-0.05,137,0.17,-0.04,Danuel House Jr.,2020,Houston Rockets,1610612745
23.7,2.09,0.29,0.84,99,0.7,103,1627884,-0.14,153,-0.24,-0.75,Derrick Jones Jr.,2020,Miami Heat,1610612748
26.4,1.81,-0.95,1.5,43,0.35,124,1627885,-1.16,310,1.11,-1.6,Shaquille Harrison,2020,Chicago Bulls,1610612741
26.6,1.91,-1.56,1.78,29,0.92,81,1627936,-0.86,263,1.65,0.38,Alex Caruso,2020,Los Angeles Lakers,1610612747
26.9,-0.45,-2.22,-0.44,362,-2.65,512,1627982,-2.21,506,-0.23,-1.74,Josh Gray,2020,New Orleans Pelicans,1610612740
27,0.3,0.02,0.67,110,0.41,121,1628021,-0.26,168,1,-0.69,David Nwaba,2020,Brooklyn Nets,1610612751
27.5,-0.96,-2.02,-0.82,467,-2.5,495,1628035,-1.68,421,-0.61,-0.8,Alfonzo McKinnie,2020,Cleveland Cavaliers,1610612739
22.3,-0.77,-0.55,-0.46,367,-0.89,263,1628365,-0.43,196,-0.14,-0.22,Markelle Fultz,2020,Orlando Magic,1610612753
22.8,0.33,-0.27,0.74,103,0.07,145,1628366,-0.68,232,0.97,-1.05,Lonzo Ball,2020,New Orleans Pelicans,1610612740
23.5,0.16,-1.33,0.36,158,-0.4,199,1628367,-0.76,242,0.49,-0.13,Josh Jackson,2020,Memphis Grizzlies,1610612763
22.6,-0.19,1.75,-0.75,452,0.72,101,1628368,1.47,42,-1,1.25,De'Aaron Fox,2020,Sacramento Kings,1610612758
22.6,0.5,3,1.28,63,3.82,12,1628369,2.54,20,1.55,2.28,Jayson Tatum,2020,Boston Celtics,1610612738
22.1,-1.29,0.1,-1.66,534,-2.16,459,1628370,-0.51,207,-1.99,-1.4,Malik Monk,2020,Charlotte Hornets,1610612766
22.9,1.37,-0.53,1.94,24,1.58,53,1628371,-0.37,181,2.41,-0.14,Jonathan Isaac,2020,Orlando Magic,1610612753
22.3,-0.22,-1.29,-0.69,435,-2.85,526,1628372,-2.16,501,-1.02,-3.2,Dennis Smith Jr.,2020,New York Knicks,1610612752
21.6,0.02,-2.19,0.25,175,-1.47,350,1628373,-1.72,432,0.43,-1.11,Frank Ntilikina,2020,New York Knicks,1610612752
22.8,-1.09,0.38,-0.56,402,-0.75,244,1628374,-0.19,157,-0.26,-0.73,Lauri Markkanen,2020,Chicago Bulls,1610612741
24,-1.07,4.94,-0.86,478,2.37,30,1628378,3.22,14,-0.78,2.23,Donovan Mitchell,2020,Utah Jazz,1610612762
23.7,-1.77,1,-1.56,526,-1,279,1628379,0.56,96,-1.4,0.01,Luke Kennard,2020,Detroit Pistons,1610612765
22.8,0.93,-2.72,0.6,121,-1.54,362,1628380,-2.14,495,0.27,-1.19,Zach Collins,2020,Portland Trail Blazers,1610612757
22.5,-0.84,0.73,-0.85,476,-0.4,199,1628381,0.45,103,-0.85,0.19,John Collins,2020,Atlanta Hawks,1610612737
25.4,-1.1,-1.02,-1.32,516,-1.98,430,1628382,-0.65,229,-1.48,-0.23,Justin Jackson,2020,Dallas Mavericks,1610612742
22.6,-0.57,-1.08,-0.57,405,-1.65,380,1628383,-1.08,295,-0.73,-1.19,Justin Patton,2020,Oklahoma City Thunder,1610612760
23.2,1.06,-0.27,1.42,52,0.82,91,1628384,-0.6,222,1.62,-0.89,OG Anunoby,2020,Toronto Raptors,1610612761
22.3,1.5,-1.35,0.62,118,-0.9,264,1628385,-1.53,388,-1.06,-2.09,Harry Giles III,2020,Sacramento Kings,1610612758
22.3,1.62,-0.2,1.3,60,0.8,95,1628386,-0.5,204,1.13,-0.76,Jarrett Allen,2020,Brooklyn Nets,1610612751
23.3,-1.44,-0.69,-0.99,493,-1.76,392,1628388,-0.77,244,0.08,-1.08,TJ Leaf,2020,Indiana Pacers,1610612754
23.2,0.88,0.64,1.01,86,1.91,42,1628389,0.91,66,1.07,1.11,Bam Adebayo,2020,Miami Heat,1610612748
22.3,0.01,-2.58,-0.04,242,-2.01,431,1628390,-1.98,475,-0.07,-1.27,Terrance Ferguson,2020,Oklahoma City Thunder,1610612760
24.6,-0.55,-1.8,-0.62,418,-2.68,516,1628391,-2.06,484,-0.76,-2.97,D.J. Wilson,2020,Milwaukee Bucks,1610612749
21.8,1.26,-0.81,1.02,85,0.22,138,1628392,-0.8,247,-0.38,-0.68,Isaiah Hartenstein,2020,Houston Rockets,1610612745
24.6,0.05,-2.31,0.06,211,-2.09,443,1628394,-2.15,498,0.09,-0.46,Anzejs Pasecniks,2020,Washington Wizards,1610612764
25.1,0.29,-1.4,0.01,228,-1.08,294,1628395,-1.08,295,-0.39,-0.36,Jordan Bell,2020,Memphis Grizzlies,1610612763
22.6,-0.33,-0.31,-0.49,376,-0.85,259,1628396,-0.37,181,-1.08,-0.69,Tony Bradley,2020,Utah Jazz,1610612762
22.9,0.5,-0.69,0.29,172,-0.53,214,1628397,-0.82,254,-0.22,-1.34,Ivan Rabb,2020,New York Knicks,1610612752
25.2,-1.39,-0.62,-0.43,361,-0.61,226,1628398,-0.18,155,-0.02,0.13,Kyle Kuzma,2020,Los Angeles Lakers,1610612747
25.8,-0.74,-1.62,-0.54,393,-2.55,501,1628400,-2,478,-0.36,-2.61,Semi Ojeleye,2020,Boston Celtics,1610612738
26.1,0.56,1.36,0.58,123,1.76,47,1628401,1.18,55,0.6,0.96,Derrick White,2020,San Antonio Spurs,1610612759
22.3,-1.62,-1.6,-1.57,527,-3,530,1628402,-1.42,359,-1.51,-0.99,Frank Jackson,2020,New Orleans Pelicans,1610612740
22.9,0.01,-2.26,-0.14,273,-2.38,482,1628403,-2.24,509,-0.84,-2.08,Caleb Swanigan,2020,Portland Trail Blazers,1610612757
25.4,0.25,-0.37,0.17,190,-0.03,153,1628404,-0.2,159,0.12,-0.03,Josh Hart,2020,New Orleans Pelicans,1610612740
25.2,-0.77,-0.84,-0.74,450,-1.59,371,1628405,-0.85,260,-0.52,-1.01,Johnathan Motley,2020,Los Angeles Clippers,1610612746
24.5,-0.65,-2.69,-0.45,363,-2.5,495,1628407,-2.05,482,-0.18,-0.57,Dwayne Bacon,2020,Charlotte Hornets,1610612766
23.9,-0.33,-1.93,-0.4,351,-2.19,462,1628408,-1.8,441,-0.74,-0.66,PJ Dozier,2020,Denver Nuggets,1610612743
24.6,-0.04,-1.59,-0.08,249,-1.68,383,1628410,-1.6,405,-0.25,-1.67,Edmond Sumner,2020,Indiana Pacers,1610612754
25.7,0.1,-1.59,0.63,115,-0.67,235,1628411,-1.3,332,1.1,-0.88,Wes Iwundu,2020,Orlando Magic,1610612753
26.4,-0.1,0.53,-0.21,294,-0.11,161,1628412,0.09,126,-0.4,-1.32,Frank Mason,2020,Milwaukee Bucks,1610612749
24.1,-0.05,-2.32,-0.09,254,-2.33,476,1628413,-2.24,509,-0.24,-1.71,Jonah Bolden,2020,Phoenix Suns,1610612756
25.7,0.56,-1.8,0.72,107,-0.81,253,1628414,-1.54,393,1.04,-0.67,Sindarius Thornwell,2020,New Orleans Pelicans,1610612740
24.6,-1.37,-0.38,-0.6,413,-1.09,296,1628415,-0.49,202,-0.12,-0.61,Dillon Brooks,2020,Memphis Grizzlies,1610612763
23,1.22,1.05,0.1,201,0.55,112,1628418,0.45,103,-1.09,-0.61,Thomas Bryant,2020,Washington Wizards,1610612764
25.3,-1.53,0.92,-1.42,523,-0.83,256,1628420,0.58,93,-1.34,0.19,Monte Morris,2020,Denver Nuggets,1610612743
25.8,-0.88,-0.72,-0.53,390,-1.65,380,1628422,-1.11,303,-0.22,-1.7,Damyean Dotson,2020,New York Knicks,1610612752
22.7,-0.86,-1.43,-0.83,471,-2.29,472,1628424,-1.45,363,-0.73,-1.65,Kobi Simmons,2020,Charlotte Hornets,1610612766
25.6,-0.47,-2.07,-0.2,291,-2.29,472,1628425,-2.09,488,0.09,-2.13,Sterling Brown,2020,Milwaukee Bucks,1610612749
23.5,-0.11,-1.22,-0.12,263,-1.34,331,1628427,-1.23,322,-0.66,-1.37,Vlatko Cancar,2020,Denver Nuggets,1610612743
26,-0.72,-1.39,-0.71,444,-2.11,448,1628430,-1.39,350,-0.44,-1.42,Nigel Williams-Goss,2020,Utah Jazz,1610612762
24.7,0.22,-0.31,0.33,162,-0.42,202,1628436,-0.75,240,0.52,-2.01,Luke Kornet,2020,Chicago Bulls,1610612741
27.2,-0.46,-1.19,-0.4,351,-1.43,345,1628443,-1.02,285,-0.14,0.24,Kadeem Allen,2020,New York Knicks,1610612752
27.7,0.52,-0.45,0.37,156,-0.05,155,1628449,-0.42,194,-0.06,-0.3,Chris Boucher,2020,Toronto Raptors,1610612761
25.1,-0.59,-3.04,-0.59,410,-3.62,544,1628450,-3.04,539,-0.68,-1.78,Eric Mika,2020,Sacramento Kings,1610612758
28.5,0.99,-1.29,1.58,40,0.56,111,1628464,-1.03,288,2.03,-0.69,Daniel Theis,2020,Boston Celtics,1610612738
28.6,0.64,-0.57,0.24,178,-0.13,165,1628467,-0.37,181,0,-0.16,Maxi Kleber,2020,Dallas Mavericks,1610612742
29.8,0.59,-1.36,-0.15,276,-1.25,314,1628470,-1.1,299,-0.72,-0.76,Torrey Craig,2020,Denver Nuggets,1610612743
24.9,-0.52,-1.27,-0.55,398,-1.84,407,1628476,-1.29,331,-0.77,-1.65,Derrick Walton Jr.,2020,Detroit Pistons,1610612765
26.6,0.29,-2.07,0.24,178,-1.83,403,1628499,-2.07,486,-0.65,-2.03,Antonius Cleveland,2020,Dallas Mavericks,1610612742
27.1,-0.12,-1.22,-0.12,263,-1.34,331,1628513,-1.22,321,-0.1,-1.31,Naz Mitrou-Long,2020,Indiana Pacers,1610612754
26.7,-0.17,-2.44,-0.14,273,-2.54,499,1628518,-2.41,519,0.47,-1.36,Amile Jefferson,2020,Orlando Magic,1610612753
25.7,-0.96,-0.72,-0.94,490,-1.66,382,1628539,-0.72,235,-0.65,-0.75,Mychal Mulder,2020,Golden State Warriors,1610612744
26.5,-0.74,-1.39,-0.73,448,-2.12,452,1628605,-1.39,350,-0.47,-1.36,Dusty Hannahs,2020,Memphis Grizzlies,1610612763
25.7,-0.15,-1.32,-0.16,279,-1.48,352,1628778,-1.32,335,-0.57,-0.95,Paul Watson,2020,Toronto Raptors,1610612761
24.9,-1.17,-0.03,-1.38,521,-1.58,370,1628960,-0.19,157,-1.91,-0.86,Grayson Allen,2020,Memphis Grizzlies,1610612763
22.9,0,-1.54,0,231,-1.53,360,1628961,-1.53,388,0.14,-0.91,Kostas Antetokounmpo,2020,Los Angeles Lakers,1610612747
21.4,-1.71,-1.02,-1.74,538,-2.8,524,1628963,-1.05,291,-1.8,-1.13,Marvin Bagley III,2020,Sacramento Kings,1610612758
22.3,1.58,-1.28,1.17,72,-0.32,190,1628964,-1.5,379,0.45,-2.15,Mo Bamba,2020,Orlando Magic,1610612753
24.7,-0.34,-1.92,-0.54,393,-2.34,477,1628966,-1.8,441,-1.01,-1.32,Keita Bates-Diop,2020,Denver Nuggets,1610612743
21.9,-0.25,-1.83,-0.25,306,-2.09,443,1628968,-1.83,447,-0.52,-2.21,Brian Bowen II,2020,Indiana Pacers,1610612754
24,1.1,0.29,1.21,68,1.67,49,1628969,0.46,102,1.29,0.65,Mikal Bridges,2020,Phoenix Suns,1610612756
22,0.03,-0.46,-0.86,478,-1.57,368,1628970,-0.71,233,-1.58,-1.05,Miles Bridges,2020,Charlotte Hornets,1610612766
23.6,0.17,-1.87,0.28,174,-1.23,311,1628971,-1.52,384,0.39,-0.95,Bruce Brown,2020,Detroit Pistons,1610612765
21,0.36,-1.09,-0.51,384,-1.37,338,1628972,-0.86,263,-1.51,-0.41,Troy Brown Jr.,2020,Washington Wizards,1610612764
23.5,-1.16,0.48,-0.94,490,-0.35,194,1628973,0.59,91,-0.69,0.8,Jalen Brunson,2020,Dallas Mavericks,1610612742
24.9,1.52,-0.1,1.15,74,0.87,85,1628975,-0.28,172,0.43,-0.88,Jevon Carter,2020,Phoenix Suns,1610612756
20.9,0.75,-1.22,1.1,80,-0.28,184,1628976,-1.37,345,1.53,-1.7,Wendell Carter Jr.,2020,Chicago Bulls,1610612741
22.1,-0.4,-2.59,-0.19,287,-2.75,521,1628977,-2.56,528,0.21,-2.47,Hamidou Diallo,2020,Oklahoma City Thunder,1610612760
23.6,0.59,-0.44,0.92,96,0.65,106,1628978,-0.27,170,1.36,0.1,Donte DiVincenzo,2020,Milwaukee Bucks,1610612749
22.7,0.06,-3.34,0,231,-3.16,537,1628980,-3.16,543,-0.24,-1.8,Jacob Evans,2020,Minnesota Timberwolves,1610612750
21.6,0.24,-1.42,0.17,190,-1.28,319,1628981,-1.45,363,-0.12,-1.66,Bruno Fernando,2020,Atlanta Hawks,1610612737
24,0.41,-1.9,0.36,158,-1.53,360,1628982,-1.9,457,-0.43,-1.73,Melvin Frazier Jr.,2020,Orlando Magic,1610612753
22.1,-0.06,1.11,0.05,218,0.88,83,1628983,0.83,71,0.12,0.56,Shai Gilgeous-Alexander,2020,Oklahoma City Thunder,1610612760
25,-1.46,1.17,-1.23,513,-0.27,181,1628984,0.97,64,-1,0.6,Devonte' Graham,2020,Charlotte Hornets,1610612766
25.2,-0.2,-1.98,-0.19,287,-2.16,459,1628985,-1.97,472,0.03,-1.19,Devon Hall,2020,Oklahoma City Thunder,1610612760
24.2,-0.69,-1.5,-0.69,435,-2.19,462,1628987,-1.5,379,-0.55,-1.81,Kevin Hervey,2020,Oklahoma City Thunder,1610612760
23.9,-0.1,-1.4,-0.09,254,-1.13,299,1628988,-1.04,290,-0.08,-0.28,Aaron Holiday,2020,Indiana Pacers,1610612754
21.5,-0.51,-0.84,-0.77,457,-1.57,368,1628989,-0.81,250,-0.96,-0.77,Kevin Huerter,2020,Atlanta Hawks,1610612737
23.9,-0.24,-0.93,-0.25,306,-1.62,377,1628990,-1.37,345,-0.27,-2.86,Chandler Hutchison,2020,Chicago Bulls,1610612741
