season,team_tier,pos,player,age,tm,pts_won,pts_max,share,g,mp,pts,trb,ast,stl,blk,fg_percent,x3p_percent,ft_percent,ws,ws_48,dws,dbpm,d_rtg,defense_team
2022,ORV,C,Jarrett Allen,23,CLE,1,200,0.005,56,32.3,16.1,10.8,1.6,0.8,1.3,0.677,0.1,0.708,8.5,0.224,3,1.2,106,Other Votes
2022,ORV,F,OG Anunoby,24,TOR,1,200,0.005,48,36,17.1,5.5,2.6,1.5,0.5,0.443,0.363,0.754,3.7,0.104,1.9,0.1,111,Other Votes
2022,ORV,C,Deandre Ayton,23,PHO,1,200,0.005,58,29.5,17.2,10.2,1.4,0.7,0.7,0.634,0.368,0.746,7.3,0.203,3.1,0.6,105,Other Votes
2022,ORV,G,Desmond Bane,23,MEM,1,200,0.005,76,29.8,18.2,4.4,2.7,1.2,0.4,0.461,0.436,0.903,7.2,0.153,2.7,0.3,110,Other Votes
2022,ORV,G,Devin Booker,25,PHO,1,200,0.005,68,34.5,26.8,5,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,3.3,0.2,109,Other Votes
2022,ORV,G,Ayo Dosunmu,22,CHI,1,200,0.005,77,27.4,8.8,2.8,3.3,0.8,0.4,0.52,0.376,0.679,3,0.069,1.3,-0.1,115,Other Votes
2022,ORV,F,Kevin Durant,33,BRK,1,200,0.005,55,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,8.4,0.198,2,0.7,112,Other Votes
2023,1st,F,Jaren Jackson Jr.,23,MEM,195,200,0.975,63,28.4,18.6,6.8,1,1,3,0.506,0.355,0.788,6.6,0.177,3.8,2,105,1st Team
2023,1st,G,Jrue Holiday,32,MIL,192,200,0.96,67,32.6,19.3,5.1,7.4,1.2,0.4,0.479,0.384,0.859,6.7,0.148,2.8,0.1,112,1st Team
2023,1st,C,Brook Lopez,34,MIL,181,200,0.905,78,30.4,15.9,6.7,1.3,0.5,2.5,0.531,0.374,0.784,8,0.161,3.9,1.3,109,1st Team
2023,1st,F,Evan Mobley,21,CLE,132,200,0.66,79,34.4,16.2,9,2.8,0.8,1.5,0.554,0.216,0.674,8.5,0.151,4.8,1.6,108,1st Team
2023,1st,G,Alex Caruso,28,CHI,125,200,0.625,67,23.5,5.6,2.9,2.9,1.5,0.7,0.455,0.364,0.808,3.6,0.109,2.6,3.3,109,1st Team
2023,2nd,G,Derrick White,28,BOS,99,200,0.495,82,28.3,12.4,3.6,3.9,0.7,0.9,0.462,0.381,0.875,7.4,0.154,3.1,1.3,112,2nd Team
2023,2nd,F,Draymond Green,32,GSW,89,200,0.445,73,31.5,8.5,7.2,6.8,1,0.8,0.527,0.305,0.713,4.7,0.098,3.1,2.6,112,2nd Team
2023,2nd,F,OG Anunoby,25,TOR,81,200,0.405,67,35.6,16.8,5,2,1.9,0.7,0.476,0.387,0.838,4.7,0.094,2.9,0.7,113,2nd Team
2023,2nd,G,Dillon Brooks,27,MEM,54,200,0.27,73,30.3,14.3,3.3,2.6,0.9,0.2,0.396,0.326,0.779,1.6,0.034,2.4,-0.5,114,2nd Team
2023,2nd,C,Bam Adebayo,25,MIA,53,200,0.265,75,34.6,20.4,9.2,3.2,1.2,0.8,0.54,0.083,0.806,7.4,0.137,3.8,0.8,111,2nd Team
2023,ORV,F,Giannis Antetokounmpo,28,MIL,60,200,0.3,63,32.1,31.1,11.8,5.7,0.8,0.8,0.553,0.275,0.645,8.6,0.204,3.7,2.7,108,Other Votes
2023,ORV,F,Jaden McDaniels,22,MIN,40,200,0.2,79,30.6,12.1,3.9,1.9,0.9,1,0.517,0.398,0.736,4.4,0.087,2.4,0.5,115,Other Votes
2023,ORV,G,Marcus Smart,28,BOS,35,200,0.175,61,32.1,11.5,3.1,6.3,1.5,0.4,0.415,0.336,0.746,3.7,0.092,2.7,0.8,112,Other Votes
2023,ORV,G,Mikal Bridges,26,TOT,33,200,0.165,83,35.7,20.1,4.4,3.3,1.1,0.7,0.468,0.382,0.895,7.5,0.121,3.1,0.2,115,Other Votes
2023,ORV,C,Nic Claxton,23,BRK,25,200,0.125,76,29.9,12.6,9.2,1.9,0.9,2.5,0.705,0,0.541,9.2,0.195,4,2.2,108,Other Votes
2023,ORV,G,Jimmy Butler,33,MIA,23,200,0.115,64,33.4,22.9,5.9,5.3,1.8,0.3,0.539,0.35,0.85,12.3,0.277,2.9,2,112,Other Votes
2023,ORV,C,Joel Embiid,28,PHI,15,200,0.075,66,34.6,33.1,10.2,4.2,1,1.7,0.548,0.33,0.857,12.3,0.259,3.9,2.3,109,Other Votes
2023,ORV,G,Herbert Jones,24,NOP,15,200,0.075,66,29.6,9.8,4.1,2.5,1.6,0.6,0.469,0.335,0.764,4.2,0.104,2.7,1.7,112,Other Votes
2023,ORV,F,Anthony Davis,29,LAL,9,200,0.045,56,34,25.9,12.5,2.6,1.1,2,0.563,0.257,0.784,9,0.226,3.4,1.7,108,Other Votes
2023,ORV,G,Luguentz Dort,23,OKC,9,200,0.045,74,30.7,13.7,4.6,2.1,1,0.3,0.388,0.33,0.772,2.9,0.062,2.1,-1,116,Other Votes
2023,ORV,G,Jaylen Brown,26,BOS,4,200,0.02,67,35.9,26.6,6.9,3.5,1.1,0.4,0.491,0.335,0.765,5,0.1,3.4,-0.2,111,Other Votes
2023,ORV,G,Anthony Edwards,21,MIN,4,200,0.02,79,36,24.6,5.8,4.4,1.6,0.7,0.459,0.369,0.756,3.8,0.064,3.6,0,113,Other Votes
2023,ORV,G,Matisse Thybulle,25,TOT,4,200,0.02,71,16.9,4.1,2,0.7,1.2,0.5,0.435,0.365,0.679,2.1,0.086,1.5,2.2,113,Other Votes
2023,ORV,C,Jarrett Allen,24,CLE,3,200,0.015,68,32.6,14.3,9.8,1.7,0.8,1.2,0.644,0.1,0.733,9.5,0.205,4,1,108,Other Votes
2023,ORV,G,Shai Gilgeous-Alexander,24,OKC,3,200,0.015,68,35.5,31.4,4.8,5.5,1.6,1,0.51,0.345,0.905,11.4,0.226,3,1.5,113,Other Votes
2023,ORV,G,Dejounte Murray,26,ATL,3,200,0.015,74,36.4,20.5,5.3,6.1,1.5,0.3,0.464,0.344,0.832,4.7,0.084,2.3,0,116,Other Votes
2023,ORV,G,Paul George,32,LAC,2,200,0.01,56,34.6,23.8,6.1,5.1,1.5,0.4,0.457,0.371,0.871,4.6,0.114,2.3,0.3,113,Other Votes
2023,ORV,G,Tyrese Haliburton,22,IND,2,200,0.01,56,33.6,20.7,3.7,10.4,1.6,0.4,0.49,0.4,0.871,7.6,0.195,1.2,0.2,118,Other Votes
2023,ORV,F,Desmond Bane,24,MEM,1,200,0.005,58,31.7,21.5,5,4.4,1,0.4,0.479,0.408,0.883,5.8,0.151,2.3,0.1,113,Other Votes
2023,ORV,F,Scottie Barnes,21,TOR,1,200,0.005,77,34.8,15.3,6.6,4.8,1.1,0.8,0.456,0.281,0.772,5,0.09,2.7,-0.1,115,Other Votes
2023,ORV,G,Patrick Beverley,34,TOT,1,200,0.005,67,27.1,6.2,3.7,2.9,0.9,0.6,0.4,0.335,0.723,3,0.079,2.1,1.7,113,Other Votes
2023,ORV,F,Kevin Durant,34,TOT,1,200,0.005,47,35.6,29.1,6.7,5,0.7,1.4,0.56,0.404,0.919,6.8,0.194,2.1,1.2,113,Other Votes
2023,ORV,F,Aaron Gordon,27,DEN,1,200,0.005,68,30.2,16.3,6.6,3,0.8,0.8,0.564,0.347,0.608,6.8,0.158,2.2,-0.3,115,Other Votes
2023,ORV,C,Walker Kessler,21,UTA,1,200,0.005,74,23,9.2,8.4,0.9,0.4,2.3,0.72,0.333,0.516,7.1,0.2,2.5,1.5,111,Other Votes
2023,ORV,G,De'Anthony Melton,24,PHI,1,200,0.005,77,27.9,10.1,4.1,2.6,1.6,0.5,0.425,0.39,0.793,4.2,0.095,3.1,1.6,111,Other Votes
2023,ORV,G,Chris Paul,37,PHO,1,200,0.005,59,32,13.9,4.3,8.9,1.5,0.4,0.44,0.375,0.831,6.2,0.156,2.5,1.2,112,Other Votes
2023,ORV,F,P.J. Tucker,37,PHI,1,200,0.005,75,25.6,3.5,3.9,0.8,0.5,0.2,0.427,0.393,0.826,2.5,0.064,1.7,0.2,116,Other Votes
2023,ORV,G,Delon Wright,30,WAS,1,200,0.005,50,24.4,7.4,3.6,3.9,1.8,0.3,0.474,0.345,0.867,3.7,0.146,1.6,3.1,112,Other Votes
2024,1st,C,Rudy Gobert,31,MIN,198,198,1,76,34.1,14,12.9,1.3,0.7,2.1,0.661,0,0.638,11.6,0.216,5.8,1.7,104,1st Team
2024,1st,C,Victor Wembanyama,20,SAS,184,198,0.929,71,29.7,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,3.7,0.085,4.4,3.3,106,1st Team
2024,1st,C,Bam Adebayo,26,MIA,168,198,0.848,71,34,19.3,10.4,3.9,1.1,0.9,0.521,0.357,0.755,7.2,0.144,4.3,1.7,109,1st Team
2024,1st,F,Herbert Jones,25,NOP,159,198,0.803,76,30.5,11,3.6,2.6,1.4,0.8,0.498,0.418,0.867,6.3,0.131,3,1.5,113,1st Team
2024,1st,C,Anthony Davis,30,LAL,151,198,0.763,76,35.5,24.7,12.6,3.5,1.2,2.3,0.556,0.271,0.816,11.8,0.21,4.7,1.7,109,1st Team
2024,2nd,G,Alex Caruso,29,CHI,130,198,0.657,71,28.7,10.1,3.8,3.5,1.7,1,0.468,0.408,0.76,4.9,0.115,2.6,2.3,113,2nd Team
2024,2nd,G,Jalen Suggs,22,ORL,99,198,0.5,75,27,12.6,3.1,2.7,1.4,0.6,0.471,0.397,0.756,4.7,0.112,3.2,1.6,110,2nd Team
2024,2nd,G,Derrick White,29,BOS,98,198,0.495,73,32.6,15.2,4.2,5.2,1,1.2,0.461,0.396,0.901,8.5,0.171,3.3,1.4,112,2nd Team
2024,2nd,F,Jaden McDaniels,23,MIN,66,198,0.333,72,29.2,10.5,3.1,1.4,0.9,0.6,0.489,0.337,0.722,3.4,0.077,3.1,0.7,112,2nd Team
2024,2nd,G,Jrue Holiday,33,BOS,36,198,0.182,69,32.8,12.5,5.4,4.8,0.9,0.8,0.48,0.429,0.833,6.3,0.133,3,1.1,113,2nd Team
2024,ORV,F,Luguentz Dort,24,OKC,34,198,0.172,79,28.4,10.9,3.6,1.4,0.9,0.6,0.438,0.394,0.826,4.6,0.097,2.5,-0.2,114,Other Votes
2024,ORV,F,Kawhi Leonard,32,LAC,29,198,0.146,68,34.3,23.7,6.1,3.6,1.6,0.9,0.525,0.417,0.885,8.9,0.184,2.9,0.6,114,Other Votes
2024,ORV,C,Chet Holmgren,21,OKC,21,198,0.106,82,29.4,16.5,7.9,2.4,0.6,2.3,0.53,0.37,0.793,8.9,0.178,4.4,1.5,108,Other Votes
2024,ORV,C,Jarrett Allen,25,CLE,20,198,0.101,77,31.7,16.5,10.5,2.7,0.7,1.1,0.634,0,0.742,10.7,0.21,3.9,0.9,110,Other Votes
2024,ORV,G,Shai Gilgeous-Alexander,25,OKC,19,198,0.096,75,34,30.1,5.5,6.2,2,0.9,0.535,0.353,0.874,14.6,0.275,4.2,2.3,110,Other Votes
2024,ORV,F,Giannis Antetokounmpo,29,MIL,15,198,0.076,73,35.2,30.4,11.5,6.5,1.2,1.1,0.611,0.274,0.657,13.2,0.246,3.7,2.4,112,Other Votes
2024,ORV,G,Kentavious Caldwell-Pope,30,DEN,11,198,0.056,76,31.6,10.1,2.4,2.4,1.3,0.6,0.46,0.406,0.894,4.8,0.096,2.6,0.7,115,Other Votes
2024,ORV,C,Brook Lopez,35,MIL,8,198,0.04,79,30.5,12.5,5.2,1.6,0.5,2.4,0.485,0.366,0.821,5.9,0.117,2.8,0.8,114,Other Votes
2024,ORV,F,Jaylen Brown,27,BOS,7,198,0.035,70,33.5,23,5.5,3.6,1.2,0.5,0.499,0.354,0.703,5.9,0.121,3.2,-0.1,112,Other Votes
2024,ORV,F,Aaron Gordon,28,DEN,6,198,0.03,73,31.5,13.9,6.5,3.5,0.8,0.6,0.556,0.29,0.658,7.1,0.148,2.6,0.1,114,Other Votes
2024,ORV,G,Anthony Edwards,22,MIN,4,198,0.02,79,35.1,25.9,5.4,5.1,1.3,0.5,0.461,0.357,0.836,7.5,0.13,4.7,0.5,110,Other Votes
2024,ORV,C,Domantas Sabonis,27,SAC,4,198,0.02,82,35.7,19.4,13.7,8.2,0.9,0.6,0.594,0.379,0.704,12.6,0.206,4,2.4,112,Other Votes
2024,ORV,G,De'Aaron Fox,26,SAC,3,198,0.015,74,35.9,26.6,4.6,5.6,2,0.4,0.465,0.369,0.738,6.5,0.117,3.2,0.1,114,Other Votes
2024,ORV,F,Josh Hart,28,NYK,3,198,0.015,81,33.4,9.4,8.3,4.1,0.9,0.3,0.434,0.31,0.791,5.7,0.1,3.6,1.4,113,Other Votes
2024,ORV,F,Dillon Brooks,28,HOU,2,198,0.01,72,30.9,12.7,3.4,1.7,0.9,0.1,0.428,0.359,0.844,2.7,0.058,2.1,-0.3,116,Other Votes
2024,ORV,F,Jayson Tatum,25,BOS,2,198,0.01,74,35.7,26.9,8.1,4.9,1,0.6,0.471,0.376,0.833,10.4,0.189,4.1,0.6,111,Other Votes
2024,ORV,F,Kevin Durant,35,PHO,1,198,0.005,75,37.2,27.1,6.6,5,0.9,1.2,0.523,0.413,0.856,8.3,0.142,3.2,0.1,114,Other Votes
2024,ORV,F,Paul George,33,LAC,1,198,0.005,74,33.8,22.6,5.2,3.5,1.5,0.5,0.471,0.413,0.907,7.3,0.14,2.8,0.2,114,Other Votes
2024,ORV,C,Jaren Jackson Jr.,24,MEM,1,198,0.005,66,32.2,22.5,5.5,2.3,1.2,1.6,0.444,0.32,0.808,3,0.067,2.8,0.4,113,Other Votes
2024,ORV,G,Dejounte Murray,27,ATL,1,198,0.005,78,35.7,22.5,5.3,6.4,1.4,0.3,0.459,0.363,0.794,4.9,0.084,1.6,-0.6,119,Other Votes
2024,ORV,F,Aaron Nesmith,24,IND,1,198,0.005,72,27.7,12.2,3.8,1.5,0.9,0.7,0.496,0.419,0.781,4.1,0.098,1.3,-0.2,119,Other Votes
2024,ORV,G,Brandin Podziemski,20,GSW,1,198,0.005,74,26.6,9.2,5.8,3.7,0.8,0.2,0.454,0.385,0.633,4.1,0.1,2,0.4,115,Other Votes
2024,ORV,F,Bobby Portis,28,MIL,1,198,0.005,82,24.5,13.8,7.4,1.3,0.8,0.4,0.508,0.407,0.79,4.7,0.112,2.6,-0.8,113,Other Votes
2024,ORV,C,Myles Turner,27,IND,1,198,0.005,77,27,17.1,6.9,1.3,0.5,1.9,0.524,0.358,0.773,5.8,0.134,2.2,-0.1,115,Other Votes
2025,1st,F,Evan Mobley,23,CLE,199,200,0.995,71,30.5,18.5,9.3,3.2,0.9,1.6,0.557,0.37,0.725,9,0.2,3.8,1.5,108,1st Team
2025,1st,G,Dyson Daniels,21,ATL,191,200,0.955,76,33.8,14.1,5.9,4.4,3,0.7,0.493,0.34,0.593,5,0.093,3.7,2.6,111,1st Team
2025,1st,F,Luguentz Dort,25,OKC,180,200,0.9,71,29.2,10.1,4.1,1.6,1.1,0.5,0.435,0.412,0.717,5.6,0.129,3.2,0.8,110,1st Team
2025,1st,F,Draymond Green,34,GSW,179,200,0.895,68,29.2,9,6.1,5.6,1.5,1,0.424,0.325,0.687,3.7,0.088,3.4,2.8,109,1st Team
2025,1st,F,Amen Thompson,22,HOU,171,200,0.855,69,32.2,14.1,8.2,3.8,1.4,1.3,0.557,0.275,0.684,8,0.172,3.9,2.6,108,1st Team
2025,2nd,C,Ivica Zubac,27,LAC,114,200,0.57,80,32.8,16.8,12.6,2.7,0.7,1.1,0.628,NA,0.661,11.7,0.215,4.7,0.8,108,2nd Team
2025,2nd,C,Jaren Jackson Jr.,25,MEM,107,200,0.535,74,29.8,22.2,5.6,2,1.2,1.5,0.488,0.375,0.781,6.4,0.139,3.2,0.8,111,2nd Team
2025,2nd,G,Jalen Williams,23,OKC,79,200,0.395,69,32.4,21.6,5.3,5.1,1.6,0.7,0.484,0.365,0.789,7.8,0.168,4.1,1.4,107,2nd Team
2025,2nd,F,Toumani Camara,24,POR,74,200,0.37,78,32.7,11.3,5.8,2.2,1.5,0.6,0.458,0.375,0.722,5.2,0.097,2.6,0.8,115,2nd Team
2025,2nd,C,Rudy Gobert,32,MIN,65,200,0.325,72,33.2,12,10.9,1.8,0.8,1.4,0.669,NA,0.674,10.1,0.204,4,1.3,109,2nd Team
2025,ORV,F,OG Anunoby,27,NYK,49,200,0.245,74,36.6,18,4.8,2.2,1.5,0.9,0.476,0.372,0.81,6.5,0.116,2.8,0.1,114,Other Votes
2025,ORV,C,Bam Adebayo,27,MIA,18,200,0.09,78,34.3,18.1,9.6,4.3,1.3,0.7,0.485,0.357,0.765,7.5,0.135,4,1,110,Other Votes
2025,ORV,G,Derrick White,30,BOS,15,200,0.075,76,33.9,16.4,4.5,4.8,0.9,1.1,0.442,0.384,0.839,8.5,0.158,3.4,0.8,112,Other Votes
2025,ORV,F,Giannis Antetokounmpo,30,MIL,12,200,0.06,67,34.2,30.4,11.9,6.5,0.9,1.2,0.601,0.222,0.617,11.5,0.241,3.7,2.5,109,Other Votes
2025,ORV,G,Shai Gilgeous-Alexander,26,OKC,12,200,0.06,76,34.2,32.7,5,6.4,1.7,1,0.519,0.375,0.898,16.7,0.309,4.8,2.6,107,Other Votes
2025,ORV,F,Jaden McDaniels,24,MIN,10,200,0.05,82,31.9,12.2,5.7,2,1.3,0.9,0.477,0.33,0.813,6.3,0.115,3.9,1.4,110,Other Votes
2025,ORV,F,Dillon Brooks,29,HOU,7,200,0.035,75,31.8,14,3.7,1.7,0.8,0.2,0.429,0.397,0.818,5.1,0.103,2.5,0,114,Other Votes
2025,ORV,C,Jarrett Allen,26,CLE,4,200,0.02,82,28,13.5,9.7,1.9,0.9,0.9,0.706,0,0.718,11.6,0.243,4,1.2,108,Other Votes
2025,ORV,G,Anthony Edwards,23,MIN,3,200,0.015,79,36.3,27.6,5.7,4.5,1.2,0.6,0.447,0.395,0.837,8.4,0.14,3.8,0,112,Other Votes
2025,ORV,C,Brook Lopez,36,MIL,3,200,0.015,80,31.8,13,5,1.8,0.6,1.9,0.509,0.373,0.826,6.6,0.124,2.9,0.4,114,Other Votes
2025,ORV,C,Myles Turner,28,IND,3,200,0.015,72,30.2,15.6,6.5,1.5,0.8,2,0.481,0.396,0.773,4.7,0.104,2.9,0.4,112,Other Votes
2025,ORV,G,Cason Wallace,21,OKC,3,200,0.015,68,27.6,8.4,3.4,2.5,1.8,0.5,0.474,0.356,0.811,5.2,0.133,3.4,2.6,108,Other Votes
2025,ORV,C,Jalen Duren,21,DET,1,200,0.005,78,26.1,11.8,10.3,2.7,0.7,1.1,0.692,NA,0.669,9.2,0.218,3.4,1.5,109,Other Votes
2025,ORV,G,Josh Hart,29,NYK,1,200,0.005,77,37.6,13.6,9.6,5.9,1.5,0.4,0.525,0.333,0.776,9.2,0.153,3.8,1.8,112,Other Votes
