season,player_id,player_name,RAPM,RAPM_rank
2020,1630164,James Wiseman,-1.0332026080749108,518
2020,1629162,Jordan McLaughlin,-1.0352778827294618,519
2020,1627884,Derrick Jones Jr.,-1.036852726959189,520
2020,203526,Raul Neto,-1.0400358047612126,521
2020,202954,Brad Wanamaker,-1.0517971398721144,522
2020,1626224,Cedi Osman,-1.1697155529777832,523
2020,1629675,Naz Reid,-1.1740741966127801,524
2020,1628990,Chandler Hutchison,-1.1902272139103434,525
2020,1628997,Caleb Martin,-1.2014469784730213,526
2020,203922,Glenn Robinson III,-1.228966668850187,527
2020,1630231,KJ Martin,-1.2754532360991113,528
2020,1628998,Cody Martin,-1.2780493840562173,529
2020,1629645,Kevin Porter Jr.,-1.2956546915561926,530
2020,1630181,R.J. Hampton,-1.3061971833739874,531
2020,1628422,Damyean Dotson,-1.3101256687682479,532
2020,1630205,Lamar Stevens,-1.3405707637139708,533
2020,1630175,Cole Anthony,-1.4151812050836912,534
2020,1629650,Moses Brown,-1.4276747429246621,535
2020,1629647,Darius Bazley,-1.5698276925451566,536
2020,1626184,Chasson Randle,-1.6211376778949056,537
2020,1629676,Isaiah Roby,-1.6922334909993895,538
2020,202687,Bismack Biyombo,-1.7663360195341633,539
2020,1630177,Theo Maledon,-2.0765520521772665,540
